"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Lifespan","Low Growing Grass","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Fertility Requirement","Fire Tolerance","Moisture Use","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (F)","Bloom Period","Propogated by Bulbs","Berry/Nut/Seed Product","Palatable Human"
"OSOC","","Osmorhiza occidentalis","NA (L48, CAN)","CAN(AB, BC), USA(CA, CO, ID, MT, NV, OR, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","No","No","Yellow","Yes","Green","Moderate","Porous","Medium","Brown","No","Single Crown","Slow","","4.0","No","Moderate","No","Erect","Moderate","Yes","Yes","Yes","High","Low","High","Medium","16","35","Tolerant","-38","Spring","No","No","No"
"OSMUN","","Osmunda","NA (L48)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Fern","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSCI","","Osmunda cinnamomea","NA (L48, CAN, SPM), PR","CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Fern","Plantae","Perennial","Forb/herb","Spring and Fall","Slow","No","No","Orange","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","4.9","No","Moderate","No","Erect","None","No","Yes","Yes","Medium","Medium","None","Medium","40","60","Tolerant","-33","Spring","No","No","No"
"OSCIC","","Osmunda cinnamomea var. cinnamomea","NA (L48, CAN, SPM), PR","CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA+(PR), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Fern","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSCL2","","Osmunda claytoniana","NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Fern","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","","Yes","No","Brown","No","Dark Green","Dense","Porous","Medium","Brown","No","Rhizomatous","Moderate","","4.0","No","Long","No","Semi-Erect","None","No","Yes","Yes","Low","High","Low","High","32","55","Tolerant","-38","Mid Summer","No","No","No"
"OSRE","","Osmunda regalis","NA (L48, CAN, SPM)","CAN(MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Fern","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","","Yes","No","","No","Dark Green","Dense","Porous","Fine","","No","Rhizomatous","Moderate","","6.0","No","Long","No","Semi-Erect","None","Yes","Yes","Yes","Low","High","Low","High","32","55","Tolerant","-38","","No","No","Yes"
"OSRES","","Osmunda regalis var. spectabilis","NA (L48, CAN, SPM)","CAN(MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","Fern","Plantae","Perennial","Forb/herb","Spring","","No","No","","No","Green","Moderate","Porous","Fine","","No","Rhizomatous","Rapid","","4.5","No","Moderate","No","Erect","None","Yes","Yes","Yes","Low","Medium","Low","Medium","35","60","Tolerant","-33","Late Spring","No","No","No"
"OSTRY","","Ostrya","NA (L48)","CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSKN","","Ostrya knowltonii","NA (L48)","USA(AZ, NM, TX, UT)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OSVI","","Ostrya virginiana","NA (L48, CAN)","CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Dicot","Plantae","Perennial","Tree, Shrub","Spring and Summer","","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Slow","20","45","No","Short","No","Erect","None","Yes","Yes","Yes","Medium","Low","Medium","Low","18","60","Tolerant","-38","Mid Spring","No","No","No"
"OULI","","Ouratea littoralis","PR, VI","USA+(PR, VI)","Dicot","Plantae","Perennial","Shrub, Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXALI","","Oxalis","NA (L48, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXAL","","Oxalis albicans","NA (L48)","USA(AR, AZ, CA, CO, IA, KS, MO, NM, OK, TX, WY)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXALC","","Oxalis albicans ssp. californica","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCO","","Oxalis corniculata","NA (L48, CAN, GU, PB), HI, PR, VI","CAN(BC, MB, NS, ON, PE, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, ID, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Annual, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCO","OXRE","Oxalis repens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDE3","","Oxalis debilis","NA (L48, PB), HI, PR, VI","USA+(PR, VI), USA(AL, FL, GA, HI, LA, MS, OR, SC, TX, UM)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDEC","","Oxalis debilis var. corymbosa","NA (L48, GU), HI, PR, VI","USA+(PR, VI), USA(AL, FL, GA, HI, LA, MS, OR, SC, TX, UM)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDI","","Oxalis dichondrifolia","NA (L48)","USA(TX)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDI2","","Oxalis dillenii","NA (L48, CAN)","CAN(AB, NB, NS, ON, PE, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXGR","","Oxalis grandis","NA (L48)","USA(AL, DC, GA, IN, KY, MD, MS, NC, OH, PA, SC, TN, VA, WV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXLA6","","Oxalis latifolia","NA (L48), PR","USA+(PR), USA(AZ, CA, NM)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXMA7","","Oxalis macrocarpa","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXMO","","Oxalis montana","NA (L48, CAN, SPM)","CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(CT, GA, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXMO","OXAC3","Oxalis acetosella","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXNE","","Oxalis nelsonii","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXOR","","Oxalis oregana","NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXPE","","Oxalis pes-caprae","NA (L48)","USA(AZ, CA, FL)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRE5","","Oxalis regnellii","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRO4","","Oxalis rosea","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRU","","Oxalis rubra","NA (L48)","USA(AL, AR, CA, FL, GA, LA, MS, NC, OK, SC, TX, VA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRU","OXARR","Oxalis articulata ssp. rubra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXSP5","","Oxalis spiralis","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXSPV2","","Oxalis spiralis ssp. vulcanicola","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXST","","Oxalis stricta","NA (L48, CAN)","CAN(BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXST","OXEU2","Oxalis europaea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXVI","","Oxalis violacea","NA (L48), PR","USA+(PR), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXYDE","","Oxydendrum","NA (L48)","USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MS, NC, NY, OH, PA, RI, SC, TN, VA, WV)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXAR","","Oxydendrum arboreum","NA (L48)","USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MS, NC, NY, OH, PA, RI, SC, TN, VA, WV)","Dicot","Plantae","Perennial","Shrub, Tree","Spring and Summer","","Yes","No","White","Yes","Green","Moderate","Porous","Coarse","Brown","No","Single Stem","Slow","20","35","No","Moderate","No","Columnar","None","Yes","Yes","No","Medium","Low","Low","Low","30","40","Tolerant","-13","Early Summer","No","No","No"
"OXYPE","","Oxypetalum","PR, VI","USA+(PR, VI)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXFE","","Oxypolis fendleri","NA (L48)","USA(AZ, CO, NM, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRI","","Oxypolis rigidior","NA (L48, CAN)","CAN(ON), USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KY, LA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXRI","OXRIA","Oxypolis rigidior var. ambigua","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDI3","","Oxyria digyna","NA (L48, AK, CAN, GL)","CAN(AB, BC, LB, NF, NS, NT, NU, QC, YT), DEN(GL), USA(AK, AZ, CA, CO, ID, MT, NH, NM, NV, OR, SD, TX, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","Summer","Slow","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Single Crown","Moderate","","1.0","No","Moderate","No","Erect","None","Yes","Yes","No","Low","Low","Low","Medium","30","60","Intermediate","-43","Mid Summer","No","No","No"
"OXTE5","","Oxystegus tenuirostris","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXLU","","Oxystylis lutea","NA (L48)","USA(CA, NV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXAB2","","Oxytenanthera abyssinica","","","Monocot","Plantae","","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCA3","","Oxytheca caryophylloides","NA (L48)","USA(CA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDE","","Oxytheca dendroidea","NA (L48)","USA(CA, ID, NV, OR, WA, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXPE2","","Oxytheca perfoliata","NA (L48)","USA(AZ, CA, NV, UT)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXWA","","Oxytheca watsonii","NA (L48)","USA(CA, NV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXYTR","","Oxytropis","NA (L48)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), USA(AK, AZ, CA, CO, IA, ID, KS, ME, MN, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WI, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXBO","","Oxytropis borealis","NA (L48, AK, CAN)","CAN(AB, BC, NT, NU, ON, QC, YT), USA(AK, CA, CO, ID, MN, MT, NV, OR, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCA4","","Oxytropis campestris","NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), USA(AK, CO, ID, ME, MN, MT, ND, OR, SD, UT, WA, WI, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCAS3","","Oxytropis campestris var. spicata","NA (L48, CAN)","CAN(AB, BC, MB, NT, SK, YT), USA(CO, MT, ND, SD, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXCAS3","OXSP2","Oxytropis spicata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDE2","","Oxytropis deflexa","NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NB, NF, NT, NU, ON, QC, SK, YT), USA(AK, CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXDEF","","Oxytropis deflexa var. foliolosa","NA (L48, AK, CAN)","CAN(AB, BC, LB, NB, NF, NT, NU, ON, QC, YT), USA(AK, ID, MT, NV, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXKO","","Oxytropis kobukensis","NA (AK)","USA(AK)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OXLA3","","Oxytropis lambertii","NA (L48, CAN)","CAN(BC, MB, SK), USA(AZ, CO, IA, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","No","No","Red","Yes","Gray-Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate","","1.4","No","Moderate","No","Semi-Erect","Severe","Yes","Yes","No","Medium","Low","Low","Low","16","24","Intolerant","-38","Mid Spring","No","No","No"
