"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"HIMO","HIMOM","Hibiscus moscheutos ssp. moscheutos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMO","HIMOP","Hibiscus moscheutos ssp. palustris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMO","HIPA6","Hibiscus palustris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMU3","","Hibiscus mutabilis","NA (L48, GU, PB), HI","USA(AL, HI, LA, PW)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIRO3","","Hibiscus rosa-sinensis","NA (L48, GU, PB), PR, VI","USA+(PR, VI), USA(FL, PW, UM)","Dicot","Plantae","Perennial","Tree, Subshrub, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISA2","","Hibiscus sabdariffa","NA (L48, GU, PB), PR, VI","USA+(PR, VI), USA(FL, PW)","Dicot","Plantae","Annual, Biennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISC3","","Hibiscus schizopetalus","NA (L48, GU, PB), PR","USA+(PR), USA(FL, PW)","Dicot","Plantae","Perennial","Subshrub, Shrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISY","","Hibiscus syriacus","NA (L48)","USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, TX, UT, VA, WV)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HITI","","Hibiscus tiliaceus","NA (L48, GU, PB), HI","USA(FL, HI, PW, UM)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HITR","","Hibiscus trionum","NA (L48, CAN)","CAN(MB, NB, NS, ON, PE, QC, SK), USA(AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIVI","","Hibiscus vitifolius","VI","USA+(VI)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIERA","","Hieracium","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIAL2","","Hieracium albiflorum","NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, QC, SK, YT), USA(AK, CA, CO, ID, MT, NV, OR, SD, UT, WA, WI, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","None","Medium","No","No","No","White","Yes","Gray-Green","Porous","Porous","Coarse","Brown","No","Bunch","Moderate","","3.0","No","No","Moderate","No","None","No","Erect","None","No","Yes","No","None","Medium","No","High","Medium","High","120","None","Low","6.5","7.8","","","10","30","12","None","Intermediate","-33","Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","2250000","Moderate","Medium","No","Moderate","No","No","No","","No","No","No","Medium","Low","No","No","","No","No"
"HIAU","","Hieracium aurantiacum","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AK, AR, CA, CO, CT, FL, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NY, OH, OR, PA, RI, SD, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HICA10","","Hieracium caespitosum","NA (L48, CAN)","CAN(BC, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(CT, DC, DE, GA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NY, OH, OR, PA, RI, SC, TN, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HICA10","HIPR","Hieracium pratense","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIFEF","","Hieracium fendleri var. fendleri","NA (L48)","USA(AZ, CO, NM, TX, UT, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIFEF","CHFE5","Chlorocrepis fendleri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIGRG","","Hieracium gracile var. gracile","NA (L48, AK)","USA(AK, CA, CO, ID, MT, NM, OR, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIGR3","","Hieracium gronovii","NA (L48, CAN)","CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIHO","","Hieracium horridum","NA (L48)","USA(CA, NV, OR)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISC","","Hieracium scabrum","NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISC2","","Hieracium scouleri","NA (L48, CAN)","CAN(AB, BC), USA(CA, ID, MT, NV, OR, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","None","Medium","No","No","No","Orange","No","Gray-Green","Porous","Porous","Coarse","Brown","Yes","Bunch","Moderate","","2.0","No","No","Moderate","No","None","No","Erect","None","No","Yes","No","None","Low","No","High","Low","Medium","120","None","Medium","6.5","7.8","","","14","30","12","Low","Intolerant","-33","Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","2225000","Moderate","Medium","No","Moderate","No","No","Yes","","No","No","No","Low","High","No","No","Low","No","No"
"HITR2","","Hieracium triste","NA (L48, AK, CAN)","CAN(AB, BC, NT, YT), USA(AK, NM)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HITRT2","","Hieracium triste var. triste","NA (AK, CAN)","CAN(AB, BC, NT, YT), USA(AK)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HITRT2","CHTR7","Chlorocrepis tristis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIVE","","Hieracium venosum","NA (L48, CAN)","CAN(BC, ON), USA(AL, CT, DC, DE, FL, GA, IN, KY, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIOD","","Hierochloe odorata","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, CT, MA, MD, ME, NH, NJ, NY, RI, VA, VT)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","None","Medium","No","No","No","Yellow","No","Gray-Green","Porous","Porous","Medium","Black","No","Bunch","Moderate","","2.0","No","No","Moderate","No","None","No","Semi-Erect","None","Yes","Yes","No","Medium","Medium","No","Low","Medium","High","130","None","High","5.7","7.4","","","16","50","12","Medium","Intermediate","-38","Mid Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","110000","Slow","Low","No","None","No","No","Yes","","No","No","No","Medium","Low","No","No","Low","No","No"
"HIPU","","Hippeastrum puniceum","NA (L48), PR, VI","USA+(PR, VI), USA(LA)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIPU","HIEQ","Hippeastrum equestre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIVI3","","Hippeastrum vittatum","","","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HILO3","","Hippobroma longiflora","NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIVO","","Hippocratea volubilis","NA (L48), PR, VI","USA+(PR, VI), USA(FL)","Dicot","Plantae","Perennial","Vine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIPPO","","Hippomane","NA (L48)","USA+(PR, VI), USA(FL)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIMA2","","Hippomane mancinella","NA (L48), PR, VI","USA+(PR, VI), USA(FL)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIPPO4","","Hippophae","NA (CAN)","CAN(AB, QC, SK)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIRH80","","Hippophae rhamnoides","NA (CAN)","CAN(AB, QC, SK)","Dicot","Plantae","Perennial","Shrub, Tree","Spring and Summer","","None","High","Yes","Yes","No","Yellow","Yes","White-Gray","Dense","Moderate","Coarse","Orange","Yes","Multiple Stem","Rapid","18","18","No","No","Moderate","No","Medium","Yes","Semi-Erect","None","Yes","Yes","No","Low","High","No","Medium","Low","High","100","High","Low","6.5","8.0","1200","2700","26","50","18","Medium","Intolerant","-38","Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","42000","Moderate","High","No","Rapid","Yes","No","No","","No","No","Yes","Low","Low","No","No","Medium","No","No"
